Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet,who,target
32,More,0,1,0,1,0,0,1,0,California,0,0,0,0,0,1,College,26-50,Female,$20-29,0,0,0,0,0,0,0,1,0,USA,Professional,Single,Navigation,1,,English,Primarily_home,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,97095,Counselor
28,More,0,1,0,1,0,1,0,0,Pennsylvania,0,0,0,1,0,0,Masters,Under_25,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Professional,Single,Privacy,4,Macintosh,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,1,0,0,1,0,Other,4-6_yr,95302,Marketing_Professional
36,More,0,1,0,1,1,1,0,1,Pennsylvania,0,0,0,1,0,0,College,51-75,Female,$50-74,0,0,0,0,0,0,1,0,0,USA,Professional,Married,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,6-12_mo,93672,Other
53,More,1,1,0,0,1,1,0,1,Michigan,0,0,1,0,0,0,Doctoral,Never,Male,Over_$100,0,0,1,0,0,0,0,0,0,USA,Professional,Married,Censorship,1,Win95,English,Home,White,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,4-6_yr,95305,Other
45,More,1,0,0,0,1,0,1,0,New_York,0,0,0,1,0,0,College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,Windows,English,Home,White,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,96862,Writer/Journalist
37,More,0,1,0,0,0,1,0,0,United_Kingdom,0,0,0,1,0,0,Masters,26-50,Male,Not_Say,1,0,0,0,0,0,0,0,0,Europe,Professional,Married,Encryption,2,Windows,English,Primarily_home,White,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,99880,Health_Care_Worker
23,Dont_Know,0,0,0,0,0,1,0,0,New_Jersey,0,0,0,1,0,0,College,Under_25,Male,$20-29,0,0,0,0,0,0,1,0,1,USA,Professional,Single,Navigation,1,Win95,English,Work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Poor_quality,1-3_yr,90580,Advertising_Professional
29,More,1,1,0,0,0,0,0,0,Colorado,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,90622,Salesperson
21,Dont_Know,1,0,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Single,Navigation,3,Dont_Know,English,School,White,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Cost_too_high,Under_6_mo,90642,College_Student
35,Equally,0,0,0,0,0,0,0,1,Florida,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Single,Navigation,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Yes_regardless,Under_6_mo,90677,Other
67,Dont_Know,0,0,1,0,0,0,0,0,Louisiana,0,0,0,1,0,0,High_School,NA,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Management,Married,Navigation,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,90771,CEO
40,Equally,1,1,0,0,0,0,0,0,Ohio,0,0,0,0,0,1,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,1,0,USA,Other,Single,Privacy,4,,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,90825,Other
19,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,0,0,1,Some_College,Not_Say,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Unix,English,Primarily_work,Asian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0,Already_paying,Over_7_yr,98048,College_Student
34,Dont_Know,0,0,0,0,0,1,0,1,Finland,0,0,0,1,0,0,Masters,Never,Male,Over_$100,0,0,1,0,0,0,0,0,0,Europe,Management,Married,Censorship,2,Win95,Finnish,Primarily_work,White,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Payment_mechanism,1-3_yr,90924,Other
55,More,1,1,0,0,0,0,0,0,North_Carolina,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,1,0,0,USA,Management,Married,Censorship,2,Win95,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Poor_quality,6-12_mo,90937,Other
21,Equally,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,High_School,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Single,Encryption,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,1,0,0,0,Already_paying,1-3_yr,90942,College_Student
57,More,0,1,0,0,0,1,1,0,Ontario,0,0,0,1,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,Canada,Management,Married,Taxes,1,Win95,English,Home,White,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,90968,Other
64,More,1,1,0,1,0,0,0,0,Arkansas,0,0,0,1,0,0,High_School,Never,Female,$20-29,0,0,0,1,0,0,0,0,0,USA,Other,Single,Privacy,1,,English,Home,White,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,91025,Retired
23,More,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Special,Under_25,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Computer,Single,Other,4,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr,90480,Other
25,Dont_Know,0,0,1,0,0,0,0,0,Georgia,0,0,0,1,0,0,Masters,Never,Female,$50-74,0,0,0,1,0,0,0,0,0,USA,Other,Other,Privacy,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,4-6_yr,40208,Other
7,Equally,0,0,0,0,0,0,0,1,Florida,0,0,0,1,0,0,High_School,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,4,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,91346,Homemaker
39,Equally,1,1,0,0,0,1,0,0,Kansas,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,0,1,0,USA,Computer,Not_Say,Privacy,1,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,91802,Programmer
55,Dont_Know,0,0,1,0,0,0,0,0,Mississippi,0,0,0,1,0,0,College,Never,Female,$75-99,0,0,0,0,0,1,0,0,0,USA,Professional,Married,Dont_Know,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,74197,Other
28,More,0,0,0,0,0,1,0,0,Illinois,0,0,0,1,0,0,College,26-50,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,2,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Already_paying,4-6_yr,91406,Designer
50,More,1,1,0,0,0,0,0,1,Mississippi,0,0,0,1,0,0,Some_College,NA,Female,$20-29,0,0,0,1,0,0,0,0,0,USA,Other,Married,Privacy,1,Windows,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,92180,Retired
47,More,1,0,0,0,0,1,0,0,Kansas,0,0,0,1,0,0,Masters,26-50,Male,Over_$100,0,0,0,0,0,0,1,0,0,USA,Professional,Married,Censorship,1,Macintosh,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Already_paying,Under_6_mo,92256,Administrator/Secretary
70,Equally,1,0,0,0,0,0,0,0,Connecticut,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,92286,Retired
17,Dont_Know,1,0,0,0,0,0,0,0,New_York,0,0,0,1,0,0,Grammar,Never,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Education,Single,Navigation,2,Windows,English,Primarily_home,White,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,Not_Applicable,Heterosexual,No,No,0,0,1,1,0,0,Other_sources,1-3_yr,90539,K-12_Student
22,Dont_Know,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,College,Under_25,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Taxes,3,PC_Unix,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,1,Cost_too_high,4-6_yr,90988,College_Student
25,More,0,1,0,0,0,1,0,0,Ohio,0,0,0,1,0,0,Some_College,51-75,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Married,Censorship,4,Win95,English,Primarily_home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,1-3_yr,92556,College_Student
23,More,1,1,0,0,0,0,1,0,South_Carolina,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,1,0,0,USA,Professional,Married,Other,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,92957,Consultant
22,Equally,0,0,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Other,Privacy,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr,93083,College_Student
31,Dont_Know,0,0,1,0,0,0,0,0,Wyoming,0,0,0,1,0,0,High_School,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,3,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,93102,Salesperson
59,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,1,0,0,0,0,High_School,NA,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,4,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,93194,Service_Industry_Occupation
56,Equally,0,0,0,0,0,1,0,0,Switzerland,0,1,0,0,0,0,Masters,Not_Say,Male,$50-74,0,0,0,1,0,0,0,0,0,Europe,Professional,Married,Taxes,4,Windows,English,Primarily_work,Asian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,0,1,Other,Under_6_mo,93236,Other
5,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,Grammar,Never,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Dont_Know,1,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo,93611,Other
23,More,0,1,0,0,0,1,0,0,Australia,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,1,0,0,0,0,0,0,0,Oceania,Computer,Single,Censorship,1,PC_Unix,English,Primarily_work,White,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Poor_quality,4-6_yr,93347,Networking
15,Dont_Know,0,0,1,0,0,0,0,0,Indiana,0,0,0,1,0,0,Other,NA,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Education,Single,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Not_say,No,No,0,0,1,0,0,0,Cost_too_high,Under_6_mo,93454,K-12_Student
18,More,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,College,Over_75,Male,Not_Say,1,0,0,0,0,0,0,0,0,USA,Education,Single,Censorship,4,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,1,0,0,0,Cost_too_high,4-6_yr,94782,College_Student
50,More,0,1,0,1,0,1,0,0,Washington,0,0,0,1,0,0,High_School,NA,Female,Not_Say,1,0,0,0,0,0,0,0,0,USA,Professional,Widowed,Taxes,3,,English,Home,White,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,94904,Other
42,Equally,0,0,1,0,0,0,0,0,Oregon,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Dont_Know,3,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Cost_too_high,1-3_yr,95100,Self_Employed
26,More,0,1,0,0,0,0,0,0,South_Africa,0,0,0,1,0,0,Some_College,Under_25,Male,$10-19,0,0,1,0,0,0,0,0,0,Africa,Computer,Other,Censorship,1,Win95,EnglishAfrikaans,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Cost_too_high,4-6_yr,81157,Programmer
34,More,0,1,0,0,1,0,0,1,Maryland,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,1,0,0,0,0,0,USA,Other,Married,Navigation,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,92404,Civil_Servant
27,More,0,0,0,0,0,1,0,0,Maryland,0,0,0,1,0,0,Masters,Not_Say,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Other,1,Unix,EnglishGreek,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1,Other,Over_7_yr,95375,Mircocomputer
39,More,1,1,0,1,0,0,0,0,Tennessee,0,0,0,1,0,0,College,Over_75,Male,$50-74,0,0,0,0,1,0,0,0,0,USA,Professional,Married,Censorship,1,,English,Home,White,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,6-12_mo,96377,Salesperson
27,Dont_Know,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,4,Win95,English,Primarily_home,White,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,No,Heterosexual,No,Yes,0,0,0,0,1,0,Already_paying,Under_6_mo,96382,Architect
30,Dont_Know,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,Special,Never,Male,$40-49,1,0,0,0,0,0,0,0,0,USA,Computer,Other,Navigation,2,Win95,English,Work,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,1,Other_sources,6-12_mo,96691,Other
33,Equally,0,0,0,0,0,1,0,0,Texas,0,0,0,1,0,0,Masters,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,4,NT,English,Primarily_work,White,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,1-3_yr,93526,Programmer
Not_Say,Dont_Know,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Navigation,3,,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,96851,Other
Not_Say,More,0,0,0,1,0,0,0,0,Ohio,0,0,0,1,0,0,High_School,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Divorced,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,67361,Other
21,More,1,1,0,0,0,1,0,1,British_Columbia,0,0,0,1,0,0,Some_College,Under_25,Male,Not_Say,0,0,0,0,0,0,1,0,0,Canada,Computer,Single,Navigation,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Yes_regardless,4-6_yr,97812,Programmer
37,Equally,0,0,1,0,0,0,0,0,Washington,0,0,0,1,0,0,Special,NA,Male,$40-49,0,0,0,0,0,0,1,0,0,USA,Other,Divorced,Taxes,2,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,98111,Other
24,Dont_Know,0,1,0,0,0,0,0,0,Maine,0,0,0,1,0,0,Some_College,Never,Male,$20-29,1,0,0,0,0,0,0,0,0,USA,Education,Single,Encryption,2,DOS,English,School,White,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,1-3_yr,98116,College_Student
35,More,1,0,0,0,0,1,0,0,Belgium,0,0,0,1,0,0,Doctoral,Never,Male,Not_Say,0,0,0,0,0,0,0,1,0,Europe,Computer,Married,Other,2,OS2,French,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not_Applicable,Heterosexual,Yes,No,0,0,0,0,0,1,Other,4-6_yr,98256,Other
44,Equally,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,High_School,Not_Say,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,3,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,1271,Service_Industry_Occupation
16,Equally,0,1,0,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Special,Under_25,Female,$50-74,0,0,0,1,0,0,0,0,0,USA,Education,Single,Taxes,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,1,0,0,0,Already_paying,1-3_yr,98563,K-12_Student
21,More,0,1,0,1,0,1,0,0,Netherlands,0,0,0,1,0,0,College,51-75,Male,$10-19,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Encryption,2,Unix,Dutch,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Other_sources,4-6_yr,98619,College_Student
34,Dont_Know,0,1,0,0,0,0,0,0,Other,0,0,0,1,0,0,College,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,Central_America,Other,Married,Privacy,3,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,98820,Civil_Servant
63,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,Some_College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,,English,Home,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,99084,Retired
51,Dont_Know,0,0,0,0,0,1,0,0,Ontario,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,1,0,0,0,0,0,0,0,Canada,Computer,Married,Privacy,1,OS2,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,0,1,Already_paying,1-3_yr,99356,Other
30,Dont_Know,0,0,1,0,0,0,0,0,Minnesota,0,0,0,1,0,0,Some_College,Never,Female,$10-19,0,0,0,0,1,0,0,0,0,USA,Other,Single,Privacy,1,,English,Home,Hispanic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other,Under_6_mo,99467,Service_Industry_Occupation
36,More,0,1,0,0,0,0,0,0,Texas,0,0,0,1,0,0,Special,Never,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Professional,Single,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,99496,Technician
24,Equally,0,0,1,0,0,0,0,0,North_Carolina,0,0,0,1,0,0,College,Under_25,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Professional,Single,Encryption,4,Win95,English,Work,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,99519,Engineer
32,More,1,1,0,0,0,1,0,0,Illinois,0,0,0,1,0,0,Masters,Never,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Encryption,1,PC_Unix,Russian,Work,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,Not_Applicable,Heterosexual,No,Yes,0,0,0,0,0,1,Other_sources,1-3_yr,99604,Programmer
79,Less,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,Some_College,NA,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Navigation,1,,Spanish,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Yes_regardless,6-12_mo,99908,Retired
53,Equally,1,1,0,0,1,1,0,0,Texas,0,0,0,1,0,0,Masters,Never,Male,$75-99,0,0,0,1,0,0,0,0,1,USA,Management,Married,Censorship,4,Win95,English,Primarily_work,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr,96737,Other
16,Dont_Know,0,1,0,0,0,0,0,0,Oklahoma,0,0,0,1,0,0,High_School,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,No,Heterosexual,No,No,0,0,1,0,0,0,Other,Under_6_mo,99885,K-12_Student
41,More,0,1,0,0,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,1,0,0,0,0,USA,Other,Separated,Navigation,1,,English,Home,White,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,Under_6_mo,99921,Other
